City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
83,saipan,15.1355,145.701,28.39,83,20,3.09,MP,1696006241
84,nova sintra,14.8667,-24.7167,24.56,77,98,3.4,CV,1696006235
85,keflavik,64.0049,-22.5624,9.95,71,75,3.09,IS,1696006246
86,rikaze,29.25,88.8833,12.66,48,56,2.3,CN,1696006607
87,at taraf,25.3628,49.725,35.3,32,0,3.55,SA,1696006607
88,hakha,22.65,93.6167,16.39,99,100,0.6,MM,1696006607
89,songling,31.1933,120.7176,23.88,95,6,0.45,CN,1696006607
90,petropavlovsk-kamchatsky,53.0452,158.6483,-0.67,100,0,1.0,RU,1696006232
91,hermanus,-34.4187,19.2345,16.76,81,100,6.46,ZA,1696005980
92,kayangel,8.0823,134.7173,27.85,81,100,9.06,PW,1696006607
93,sierra grande,-41.606,-65.3557,12.32,35,0,1.74,AR,1696006607
94,sungai raya,0.7,108.9,25.17,90,100,2.6,ID,1696006608
95,at-bashi,41.1702,75.8106,8.3,85,100,0.76,KG,1696006608
96,patnanungan,14.7833,122.1833,27.97,80,79,2.46,PH,1696006608
97,enewetak,11.3474,162.3373,28.65,79,94,6.28,MH,1696006248
98,arkhangel'sk,64.5401,40.5433,11.31,94,64,3.65,RU,1696006237
99,camana,-16.6228,-72.7111,19.55,76,90,3.58,PE,1696006608
100,coquimbo,-29.9533,-71.3436,15.85,72,0,6.69,CL,1696006242
101,kuala terengganu,5.3302,103.1408,26.97,83,40,1.03,MY,1696006608
102,touggourt,33.1053,6.058,32.06,27,0,2.06,DZ,1696006608
103,sola,-13.8833,167.55,24.64,71,100,11.38,VU,1696006608
104,port mathurin,-19.6833,63.4167,22.89,68,51,9.5,MU,1696006237
105,mancio lima,-7.6142,-72.8958,25.04,94,100,1.54,BR,1696006608
106,tumbes,-3.5667,-80.4414,25.97,78,75,5.14,PE,1696006608
107,tiksi,71.6872,128.8694,-2.57,81,83,8.59,RU,1696005975
108,mokopane,-24.1944,29.0097,24.04,28,0,2.48,ZA,1696006608
109,cockburn town,21.4612,-71.1419,31.98,66,40,5.14,TC,1696006609
110,sinjar,36.3209,41.8754,29.04,19,0,5.77,IQ,1696006609
111,crane,31.3974,-102.3501,29.7,43,3,10.5,US,1696006232
112,la passe,45.5549,-0.8967,23.13,73,91,2.97,FR,1696006247
113,wailua homesteads,22.0669,-159.378,24.44,82,20,5.66,US,1696006244
114,lihue,21.9789,-159.3672,24.77,83,20,5.66,US,1696006239
115,al qusiyah,27.4402,30.8184,39.15,13,1,6.53,EG,1696006609
116,island harbour,50.724,-1.2758,19.04,78,21,1.34,GB,1696006266
117,tamanrasset,22.785,5.5228,30.95,13,40,3.09,DZ,1696006269
118,sitka,57.0531,-135.33,8.94,87,100,2.57,US,1696006239
119,gadzhiyevo,69.2551,33.3362,10.29,91,100,6.07,RU,1696006260
120,olonkinbyen,70.9221,-8.7187,2.82,81,100,7.23,SJ,1696006230
121,vrede,-27.4257,29.1659,18.02,28,0,2.29,ZA,1696006609
122,ratangarh,28.0833,74.6,31.32,24,16,3.69,IN,1696006609
123,rongelap,11.1635,166.8941,28.64,78,100,5.56,MH,1696006609
124,georgetown,5.4112,100.3354,26.68,92,40,1.54,MY,1696006240
125,ndioum,16.5129,-14.6471,39.94,23,91,4.88,SN,1696006609
126,corner brook,48.9667,-57.9484,19.09,47,90,4.21,CA,1696006595
127,greenville,35.6127,-77.3663,21.09,91,100,3.6,US,1696006329
128,maceio,-9.6658,-35.7353,29.69,61,40,5.14,BR,1696006610
129,calama,-22.4667,-68.9333,25.27,7,0,2.57,CL,1696006610
130,shaowu,27.3409,117.4831,23.65,93,0,1.11,CN,1696006610
131,punta arenas,-53.15,-70.9167,10.06,50,0,8.23,CL,1696006231
132,maniago,46.1706,12.7078,25.47,44,0,1.03,IT,1696006610
133,hami,42.8,93.45,19.05,21,34,2.37,CN,1696006235
134,chernomorskoye,45.5039,32.6997,21.53,52,44,7.2,UA,1696006610
135,ribeira grande,38.5167,-28.7,23.22,88,75,8.49,PT,1696006231
136,sisimiut,66.9395,-53.6735,2.62,82,98,0.73,GL,1696006258
137,vila franca do campo,37.7167,-25.4333,24.23,99,59,6.7,PT,1696006237
138,sinop,41.7711,34.8709,16.72,88,77,1.84,TR,1696006098
139,saint-philippe,-21.3585,55.7679,22.77,81,41,5.66,RE,1696006243
140,haiku-pauwela,20.9219,-156.3051,26.13,78,0,1.54,US,1696006260
141,maragogi,-9.0122,-35.2225,28.08,63,69,4.61,BR,1696006402
142,chabahar,25.2919,60.643,28.58,70,0,0.58,IR,1696006610
143,bayanhongor,46.7167,100.1167,-0.92,57,0,1.2,MN,1696006610
144,walvis bay,-22.9575,14.5053,18.53,63,0,4.12,NA,1696006610
145,jiuquan,39.7432,98.5174,12.15,26,86,2.19,CN,1696006611
146,bilibino,68.0546,166.4372,-1.35,97,93,3.42,RU,1696006230
147,whangarei,-35.7317,174.3239,12.67,91,91,5.67,NZ,1696006611
148,buritis,-15.6178,-46.4233,33.98,36,42,2.75,BR,1696006398
149,hamilton,39.1834,-84.5333,20.43,91,100,1.54,US,1696005969
150,palmer,42.1584,-72.3287,12.77,85,100,4.63,US,1696006246
151,tolanaro,-25.0319,46.9987,24.04,78,0,10.8,MG,1696006265
152,mana,5.6592,-53.7767,32.38,57,13,6.39,GF,1696006259
153,barcelos,41.5388,-8.6151,32.18,58,10,3.17,PT,1696006611
154,pont rouge,48.8833,-72.0825,13.16,58,16,1.6,CA,1696006611
155,aykhal,66.0,111.5,1.25,98,100,5.89,RU,1696006233
156,inderbor,48.55,51.7833,17.91,35,10,2.08,KZ,1696006611
157,kailua-kona,19.6406,-155.9956,24.77,72,0,3.09,US,1696006268
158,hithadhoo,-0.6,73.0833,28.25,75,55,7.27,MV,1696006251
159,douglas,41.3,-96.167,31.59,50,0,7.2,US,1696006343
160,bennington,42.8781,-73.1968,13.67,93,100,0.0,US,1696006611
161,kavaratti,10.5669,72.642,27.9,81,96,7.92,IN,1696006248
162,wagar,16.1525,36.2032,37.39,23,67,1.99,SD,1696006234
163,souillac,-20.5167,57.5167,24.21,78,75,6.17,MU,1696006611
164,covington,39.0837,-84.5086,20.69,91,100,1.54,US,1696006611
165,mendoza,-32.8908,-68.8272,16.74,16,20,4.12,AR,1696006612
166,bathsheba,13.2167,-59.5167,32.34,74,20,6.69,BB,1696006612
167,sao joao da barra,-21.6403,-41.0511,24.05,70,98,4.84,BR,1696006380
168,ta`u,-14.2336,-169.5144,26.75,78,76,4.16,AS,1696006612
169,devoto,-31.4043,-62.3063,25.03,20,6,5.96,AR,1696006612
170,nyurba,63.2842,118.3319,4.56,91,100,2.91,RU,1696006612
171,kirkwood,38.5834,-90.4068,28.49,71,20,4.63,US,1696006416
172,vera,-29.4593,-60.2126,24.26,37,13,5.07,AR,1696006612
173,keelung,25.1283,121.7419,27.81,91,31,3.31,TW,1696006612
174,genhe,50.7833,121.5167,2.96,84,62,1.22,CN,1696006612
175,hammerfest,70.6634,23.6821,9.25,87,0,1.03,NO,1696006245
176,red hill,33.9996,-79.2581,24.38,59,52,4.73,US,1696006612
177,siwa oasis,29.2041,25.5195,33.15,24,12,4.29,EG,1696006612
178,utrik,11.2278,169.8474,28.27,81,100,7.0,MH,1696006236
179,sinabang,2.4803,96.3801,26.72,80,98,3.26,ID,1696006243
180,oriximina,-1.7656,-55.8661,39.22,24,56,3.52,BR,1696006338
181,la trinite,14.7376,-60.9629,33.03,70,20,6.17,MQ,1696006613
182,alesund,62.4723,6.1549,16.53,79,75,3.6,NO,1696006613
183,vadso,70.0744,29.7487,11.49,87,75,2.06,NO,1696006249
184,aztec,36.8222,-107.9929,23.29,60,1,2.93,US,1696006613
185,vernon,50.2581,-119.2691,9.78,89,100,2.57,CA,1696006244
186,nar'yan-mar,67.6713,53.087,1.68,77,99,5.71,RU,1696006252
187,geraldton,-28.7667,114.6,11.23,87,73,1.54,AU,1696006245
188,kodiak,57.79,-152.4072,6.73,87,100,2.06,US,1696006041
189,xiaogan,30.9167,113.9,21.05,90,96,3.41,CN,1696006613
190,waiuku,-37.25,174.75,14.58,85,100,8.32,NZ,1696006613
191,frontera,26.9333,-101.45,28.83,51,1,0.89,MX,1696006613
192,slave lake,55.2834,-114.769,7.99,76,40,2.06,CA,1696006613
193,mil'kovo,55.6078,37.7956,18.92,63,64,2.9,RU,1696006613
194,bardai,11.65,7.2333,23.52,86,100,1.38,NG,1696006268
195,noyabrsk,63.1994,75.4507,0.14,71,46,6.26,RU,1696006247
196,seosan,36.7817,126.4522,19.08,64,100,1.5,KR,1696006613
197,port saint john's,-31.6229,29.5448,22.09,77,0,4.2,ZA,1696006255
198,kirchenviertel,47.1362,15.3457,19.57,60,20,2.06,AT,1696006614
199,codrington,-38.2667,141.9667,11.58,64,4,4.65,AU,1696006251
200,tralee,52.2704,-9.7026,14.14,82,100,4.63,IE,1696006268
201,new norfolk,-42.7826,147.0587,8.17,98,61,1.35,AU,1696006039
202,happy valley-goose bay,53.3168,-60.3315,17.17,51,75,3.09,CA,1696006240
203,afif,23.9065,42.9172,30.78,11,8,4.35,SA,1696006614
204,mounana,-1.4085,13.1586,30.95,91,92,0.52,GA,1696006614
205,cajica,4.9186,-74.028,21.61,58,79,2.35,CO,1696006614
206,parthenay,46.6667,-0.4167,20.53,62,51,2.82,FR,1696006614
207,pori,61.4833,21.7833,16.04,82,75,3.6,FI,1696006614
208,pizarro,4.9533,-77.366,29.02,69,77,2.3,CO,1696006614
209,joshimath,30.5667,79.5667,17.47,71,14,1.13,IN,1696006614
210,aras-asan,8.8908,126.3033,25.66,88,100,2.85,PH,1696006614
211,nikolayevsk-on-amure,53.1406,140.73,9.76,95,100,0.97,RU,1696006249
212,coromandel,-18.4733,-47.2003,33.37,32,29,2.59,BR,1696006614
213,mutuali,-14.8706,37.0044,30.03,28,84,1.91,MZ,1696006614
214,lib,8.3122,167.3766,28.92,75,100,6.28,MH,1696006615
215,kenai,60.5544,-151.2583,1.03,86,0,1.54,US,1696006615
216,masuguru,-11.3667,38.4167,28.77,49,84,3.57,TZ,1696006254
217,yambio,4.5721,28.3955,23.95,79,38,0.97,SS,1696006615
218,trairi,-3.2778,-39.2689,30.56,52,75,6.56,BR,1696006438
219,constantia,44.1833,28.65,21.5,67,5,5.6,RO,1696006032
220,kargopol',61.5071,38.9456,13.17,78,91,3.05,RU,1696006615
221,afaahiti,-17.75,-149.2833,22.93,84,52,9.25,PF,1696006243
222,sarigol,38.2395,28.6966,24.07,56,69,2.61,TR,1696006615
223,douentza,14.9951,-2.9517,39.58,16,95,4.82,ML,1696006615
224,muncar,-8.4333,114.3333,22.31,92,33,0.73,ID,1696006615
225,pakokku,21.3333,95.1,25.73,89,100,3.92,MM,1696006615
226,key west,24.5557,-81.7826,32.0,70,0,3.6,US,1696006333
227,sabana de torres,7.3915,-73.4957,33.34,58,87,2.03,CO,1696006615
228,alpena,45.0617,-83.4327,19.5,76,100,0.45,US,1696006404
229,aqaba,29.5267,35.0078,35.92,13,0,7.72,JO,1696006615
230,isafjordur,66.0755,-23.124,6.02,61,75,6.17,IS,1696006031
231,salinopolis,-0.6136,-47.3561,30.27,62,12,5.7,BR,1696006616
232,shitanjing,39.2342,106.3439,11.66,20,5,3.18,CN,1696006616
233,polyarnyy,69.1989,33.4478,10.42,91,100,6.08,RU,1696006057
234,talnakh,69.4865,88.3972,-1.55,91,100,2.61,RU,1696006231
235,guerrero negro,27.9769,-114.0611,21.57,65,22,4.43,MX,1696005980
236,minas de marcona,-15.2119,-75.1103,19.91,60,43,4.79,PE,1696006073
237,mata-utu,-13.2816,-176.1745,26.64,73,54,8.29,WF,1696006616
238,ulladulla,-35.35,150.4667,14.13,95,19,2.46,AU,1696006616
239,nadi,-17.8,177.4167,22.0,64,40,4.63,FJ,1696006446
240,vilyuysk,63.7553,121.6247,0.79,57,100,2.77,RU,1696006270
241,san sebastian de la gomera,28.0916,-17.1133,26.2,65,20,2.06,ES,1696006616
242,san antonio de pale,-1.4014,5.6325,25.23,81,63,5.49,GQ,1696006253
243,gharo,24.7424,67.5856,28.12,65,0,5.76,PK,1696006616
244,aasiaat,68.7098,-52.8699,-0.22,94,97,2.13,GL,1696006252
245,tinogasta,-28.0632,-67.5649,20.07,28,9,4.51,AR,1696006616
246,san pedro pochutla,15.7333,-96.4667,32.84,57,16,1.86,MX,1696006123
247,juan griego,11.0817,-63.9655,33.07,66,61,5.14,VE,1696006616
248,labasa,-16.4167,179.3833,22.11,87,96,4.43,FJ,1696006617
249,natal,-5.795,-35.2094,30.36,62,75,6.69,BR,1696006253
250,kloulklubed,7.0419,134.2556,28.17,81,100,8.69,PW,1696006617
251,buryn',51.1991,33.8352,16.56,44,5,1.98,UA,1696006617
252,carnarvon,-24.8667,113.6333,19.28,78,0,10.25,AU,1696006020
253,anadyr,64.75,177.4833,5.28,93,96,4.0,RU,1696006060
254,bikenibeu village,1.3673,173.1241,28.98,79,100,3.09,KI,1696006617
255,petrovsk,52.3064,45.3917,15.05,64,63,3.45,RU,1696006617
256,morondava,-20.2833,44.2833,25.83,83,91,5.11,MG,1696006617
257,dakoro,14.5106,6.765,37.39,22,96,1.48,NE,1696006617
258,kerikeri,-35.2268,173.9474,13.84,88,90,0.89,NZ,1696005954
259,akureyri,65.6835,-18.0878,5.96,81,100,5.66,IS,1696006230
260,n'dalatando,-9.2978,14.9116,26.34,60,83,0.58,AO,1696006617
261,thabazimbi,-24.5917,27.4116,25.11,26,0,1.61,ZA,1696006617
262,queenstown,-31.8976,26.8753,21.44,24,1,3.36,ZA,1696006261
263,iskateley,67.6803,53.1512,1.6,77,99,5.66,RU,1696006049
264,necochea,-38.5473,-58.7368,10.63,68,100,7.59,AR,1696006617
265,tyukalinsk,55.8732,72.1967,9.82,77,65,2.55,RU,1696006618
266,goz beida,13.95,20.55,31.82,44,30,2.56,TD,1696006618
267,nuuk,64.1835,-51.7216,2.34,100,100,6.17,GL,1696006031
268,vorgashor,67.5833,63.95,-0.15,77,65,0.51,RU,1696005976
269,machico,32.7,-16.7667,28.17,58,20,3.09,PT,1696006618
270,kapuskasing,49.4169,-82.4331,19.05,48,40,4.63,CA,1696006076
271,cabo san lucas,22.8909,-109.9124,35.9,58,0,4.12,MX,1696006145
272,kourou,5.1552,-52.6478,33.03,52,6,5.85,GF,1696006618
273,filadelfia,39.9523,-75.1638,19.14,90,100,5.66,US,1696006526
274,antofagasta,-23.65,-70.4,17.6,65,14,4.35,CL,1696006618
275,presidente medici,-11.1753,-61.9014,37.9,29,85,1.35,BR,1696006618
276,sattahip,12.6664,100.9007,27.05,89,20,1.54,TH,1696006618
277,togur,58.3631,82.8265,7.26,95,92,3.49,RU,1696006618
278,sarangani,5.4033,125.4636,28.44,75,99,6.84,PH,1696006267
279,ihtiman,42.4333,23.8167,19.34,54,73,1.82,BG,1696006618
280,port lincoln,-34.7333,135.8667,17.72,47,0,3.99,AU,1696006252
281,abhayapuri,26.3333,90.6667,28.61,80,100,1.21,IN,1696006619
282,makushino,55.2103,67.2442,11.45,78,100,2.44,RU,1696006619
283,banswara,23.55,74.45,27.47,58,15,0.94,IN,1696006619
284,selfoss,63.9331,-20.9971,8.36,61,100,0.5,IS,1696006245
285,sao tome,0.3365,6.7273,31.02,66,40,5.14,ST,1696006619
286,santarem,-2.4431,-54.7083,32.07,66,40,6.69,BR,1696006265
287,maxcanu,20.5833,-89.9833,35.73,44,38,1.2,MX,1696006619
288,cururupu,-1.8283,-44.8683,32.86,47,23,3.76,BR,1696006619
289,at taj,24.2049,23.2857,36.01,11,100,9.38,LY,1696006619
290,bengkulu,-3.8004,102.2655,22.41,95,86,1.2,ID,1696006619
291,aral,40.5156,81.2636,21.24,24,93,3.16,CN,1696006250
292,northam,51.0333,-4.2167,15.9,83,68,4.77,GB,1696006262
293,ola,59.5833,151.2833,5.66,89,98,1.17,RU,1696006257
294,ankazobe,-18.3167,47.1167,18.02,62,30,5.54,MG,1696006619
295,mazamitla,19.9167,-103.0333,20.55,63,32,1.15,MX,1696006619
296,cole harbour,44.6724,-63.4751,21.21,67,25,3.6,CA,1696006619
297,jayapura,-2.5333,140.7,24.66,86,100,2.24,ID,1696006620
298,igarka,67.4667,86.5833,-0.23,99,100,1.72,RU,1696006250
299,galesong,-5.3166,119.3661,22.01,69,100,3.84,ID,1696006620
300,vila velha,-20.3297,-40.2925,23.97,75,75,6.17,BR,1696006260
301,chalons-en-champagne,48.9539,4.3672,20.18,71,92,4.59,FR,1696006620
302,severo-yeniseyskiy,60.3725,93.0408,4.02,95,100,2.46,RU,1696006239
303,nogliki,51.8333,143.1667,7.9,89,23,3.26,RU,1696006620
304,cortland,42.6001,-76.083,18.14,74,100,2.06,US,1696006327
305,ayr,55.4627,-4.6339,14.99,72,20,9.77,GB,1696006620
306,sayan,-11.1361,-77.1933,27.64,49,81,4.36,PE,1696006620
307,kavieng,-2.5744,150.7967,26.56,81,88,2.14,PG,1696006250
308,malango,-2.9627,119.9001,19.41,99,100,0.45,ID,1696006252
309,nyala,12.05,24.8833,31.08,45,72,0.18,SD,1696006620
310,puerto boyaca,5.9758,-74.5885,34.4,45,94,0.92,CO,1696006471
311,sur,22.5667,59.5289,30.08,40,0,1.37,OM,1696006620
312,revda,56.801,59.9303,9.11,96,99,0.94,RU,1696006620
313,flin flon,54.7682,-101.865,9.91,93,75,1.54,CA,1696006122
314,macau,22.2006,113.5461,29.92,89,40,3.09,MO,1696006326
315,mach,29.8637,67.3298,21.23,13,0,5.33,PK,1696006620
316,san juan nepomuceno,9.9516,-75.082,32.46,58,44,2.01,CO,1696006621
317,vydrino,51.485,104.8461,8.64,68,6,2.58,RU,1696006621
318,fisterra,42.9049,-9.2629,25.42,92,12,4.74,ES,1696006091
319,palikir - national government center,6.9248,158.1611,24.41,94,75,2.06,FM,1696006263
320,olyokminsk,60.3736,120.4264,4.76,90,79,0.74,RU,1696006257
321,touros,-5.1989,-35.4608,29.07,57,25,6.58,BR,1696006203
322,fada,9.5667,8.3,21.05,92,99,0.64,NG,1696006265
323,fale old settlement,-9.3852,-171.2468,28.16,76,27,5.43,TK,1696006100
324,lincoln city,44.9582,-124.0179,13.53,97,100,2.68,US,1696006241
325,pisco,-13.7,-76.2167,19.03,82,100,3.09,PE,1696006255
326,kuta,-8.7233,115.1723,25.97,94,20,2.24,ID,1696006621
327,olinda,-8.0089,-34.8553,28.85,65,40,5.14,BR,1696006246
328,taoudenni,22.6783,-3.9836,38.14,11,0,6.65,ML,1696006238
329,dakhla,23.6848,-15.958,24.01,69,45,9.77,EH,1696006267
330,jalapa,19.5333,-96.9167,24.09,59,7,2.11,MX,1696006350
331,tomatlan,19.9333,-105.25,32.68,62,9,0.98,MX,1696006502
332,labrador city,52.9463,-66.9114,14.95,47,40,1.03,CA,1696006242
333,bodaybo,57.8506,114.1933,5.06,87,76,0.57,RU,1696006621
334,saldanha,-33.0117,17.9442,16.03,82,100,3.93,ZA,1696006026
335,nemuro,43.3236,145.575,14.87,78,28,3.34,JP,1696006240
336,ust-nera,64.5667,143.2,-5.4,93,67,0.61,RU,1696006235
337,manokwari,-0.8667,134.0833,25.58,85,95,1.58,ID,1696006621
338,suntar,62.1444,117.6319,5.09,90,99,2.12,RU,1696006234
339,east london,-33.0153,27.9116,23.52,73,0,3.09,ZA,1696005981
340,villa de san antonio,14.3167,-87.6167,29.6,67,71,2.53,HN,1696006622
341,ha'il,27.5219,41.6907,35.01,14,0,5.14,SA,1696006622
342,baiyin,36.5583,104.2081,14.64,56,18,2.13,CN,1696006622
343,san rafael del yuma,18.4299,-68.6739,33.11,54,62,4.23,DO,1696006622
344,faya-largeau,17.9257,19.1043,35.55,28,92,0.23,TD,1696006273
345,wanning,18.8003,110.3967,25.88,92,13,2.23,CN,1696006248
346,tazovsky,67.4667,78.7,-1.41,80,87,10.06,RU,1696006252
347,kisanga,-7.4362,37.7034,28.33,56,89,3.81,TZ,1696006622
348,kafr ad dawwar,31.1339,30.1284,28.26,63,0,5.03,EG,1696006622
349,weno,7.4515,151.8468,27.97,89,75,4.12,FM,1696006236
350,cromwell,41.5951,-72.6454,14.51,97,100,4.63,US,1696006622
351,badger,64.8,-147.5333,1.51,65,75,2.06,US,1696006241
352,urumqi,43.801,87.6005,14.53,41,0,3.0,CN,1696006622
353,rio grande,-32.035,-52.0986,23.06,77,83,7.64,BR,1696006623
354,rehoboth,-23.3167,17.0833,26.41,10,0,5.97,NA,1696006623
355,marsabit,2.3284,37.9899,25.3,36,2,6.48,KE,1696006623
356,manismata,-2.4667,111.0333,23.75,88,24,0.92,ID,1696006623
357,akjoujt,19.6969,-14.4164,41.85,10,73,6.49,MR,1696006623
358,kone,-21.0595,164.8658,18.12,78,35,2.38,NC,1696006240
359,mount isa,-20.7333,139.5,25.87,24,0,3.09,AU,1696006066
360,kayar,14.9192,-17.1211,31.53,66,79,3.84,SN,1696006623
361,shenjiamen,29.9576,122.298,25.44,88,8,3.62,CN,1696006623
362,terme,41.2092,36.9739,21.96,88,100,1.17,TR,1696006260
363,bairnsdale,-37.8333,147.6167,12.8,39,17,2.74,AU,1696006623
364,umluj,25.0213,37.2685,31.5,60,1,3.07,SA,1696006623
365,berezovyy,51.6667,135.7,7.99,95,100,1.3,RU,1696006623
366,west island,-12.1568,96.8225,24.99,83,75,6.69,CC,1696006241
